,Principal Component,Coefficient,1_largest_var,1_largest_val,2_largest_var,2_largest_val,3_largest_var,3_largest_val,4_largest_var,4_largest_val,5_largest_var,5_largest_val
56,PC-57,0.0107637317,Neighbors_FirstClosestObjectNumber_8,0.38556454947587826,Neighbors_SecondClosestObjectNumber_8,0.3849991255604781,AreaShape_Solidity,-0.3085045778889761,AreaShape_FormFactor,0.28160271533795994,AreaShape_Center_Y,-0.2509330971094349
35,PC-36,0.0106309016,AreaShape_Zernike_7_5,0.3606738554581245,AreaShape_Zernike_7_7,-0.31177506019686363,AreaShape_Zernike_3_1,0.27784142470442047,AreaShape_Zernike_2_2,-0.2720959739003981,AreaShape_Zernike_6_2,-0.26506254084599884
10,PC-11,0.0104067471,AreaShape_NormalizedMoment_2_1,-0.3824254172981633,AreaShape_CentralMoment_2_1,-0.36854107251061463,AreaShape_NormalizedMoment_2_3,-0.3144282861172212,AreaShape_CentralMoment_2_3,-0.3052690704671993,AreaShape_NormalizedMoment_0_2,-0.2707041269952493
14,PC-15,0.0103309493,AreaShape_NormalizedMoment_1_2,-0.421048556110506,AreaShape_NormalizedMoment_3_2,-0.3953192963573471,AreaShape_CentralMoment_1_3,-0.3102905015655905,AreaShape_NormalizedMoment_3_3,0.28639107658944385,AreaShape_CentralMoment_1_1,-0.27755563364920954
58,PC-59,0.0102884614,Neighbors_SecondClosestDistance_8,-0.46554787452445684,Neighbors_FirstClosestDistance_8,0.31856865393068073,AreaShape_SpatialMoment_2_3,0.2846060614947263,AreaShape_NormalizedMoment_3_3,-0.22189554351476676,AreaShape_NormalizedMoment_3_1,0.21958163342386205
20,PC-21,0.0102128981,AreaShape_HuMoment_6,-0.5647425680857279,AreaShape_HuMoment_1,-0.24017876903847465,AreaShape_HuMoment_4,0.2260122117888267,AreaShape_Zernike_2_0,0.21883902122764326,AreaShape_NormalizedMoment_2_2,-0.20964049738616808
45,PC-46,0.0102019899,AreaShape_Zernike_4_0,0.3679176833821836,AreaShape_NormalizedMoment_2_2,0.3051257612789319,AreaShape_Zernike_6_0,0.2823647912127416,AreaShape_Zernike_4_4,-0.2735437548055818,AreaShape_Zernike_5_3,0.27312678810821994
52,PC-53,0.0101925662,AreaShape_Zernike_7_3,0.5658234857247847,AreaShape_Zernike_9_3,-0.3619018592660894,AreaShape_Zernike_7_5,0.310187891389005,AreaShape_Zernike_9_5,-0.3033898700237519,AreaShape_Zernike_5_3,-0.22214831978541275
21,PC-22,0.0101529107,AreaShape_CentralMoment_1_0,0.7083912508323904,AreaShape_CentralMoment_0_1,-0.6804841492607048,AreaShape_EulerNumber,-0.08499795915768989,Neighbors_AngleBetweenNeighbors_8,-0.06828791293653758,AreaShape_HuMoment_6,-0.06228665209462861
34,PC-35,0.0101466142,AreaShape_NormalizedMoment_2_0,0.35518929200430066,AreaShape_NormalizedMoment_0_2,-0.3328435482274528,AreaShape_SpatialMoment_2_0,-0.3042020830133301,AreaShape_CentralMoment_2_0,-0.2817372045344831,AreaShape_SpatialMoment_0_3,0.2707894307236669
37,PC-38,0.0101335932,AreaShape_Zernike_5_5,0.5047465287568685,AreaShape_Zernike_5_1,-0.30607263011521235,AreaShape_Zernike_7_1,0.2176030629901847,AreaShape_Zernike_3_3,-0.2169893417674364,AreaShape_Zernike_7_7,0.18991123067044857
48,PC-49,0.0101058175,AreaShape_NormalizedMoment_2_2,0.3760265349043669,AreaShape_Zernike_4_0,-0.2730365566547506,AreaShape_Zernike_9_9,0.2596438123897946,AreaShape_NormalizedMoment_2_3,0.25026393461142327,AreaShape_NormalizedMoment_2_1,-0.2439119366521776
36,PC-37,0.0101009304,AreaShape_Extent,0.32574981947482845,AreaShape_Compactness,0.32375876787785174,AreaShape_FormFactor,-0.29614651118506746,AreaShape_Zernike_5_1,0.2945211538997231,AreaShape_Zernike_3_3,-0.29220815556925095
27,PC-28,0.010098657,AreaShape_Orientation,0.4427584034298145,AreaShape_Zernike_5_3,0.32526187691236963,AreaShape_CentralMoment_1_3,-0.2684524756605988,AreaShape_NormalizedMoment_3_3,-0.2373056994773211,AreaShape_CentralMoment_1_2,0.23700791986587338
5,PC-6,0.0100702925,AreaShape_Zernike_4_4,0.35418830492616166,AreaShape_Zernike_6_4,0.31724106169779426,AreaShape_Zernike_8_4,0.30686450795864556,AreaShape_Zernike_8_8,0.30258755433078827,AreaShape_Zernike_2_0,0.29183891100171105
7,PC-8,0.0100623215,AreaShape_BoundingBoxMaximum_X,-0.2894329503516576,AreaShape_Center_X,-0.2888640154243142,AreaShape_BoundingBoxMinimum_X,-0.28867667986821777,AreaShape_SpatialMoment_2_3,0.254459120098687,AreaShape_SpatialMoment_1_3,0.23109444011851832
53,PC-54,0.0100581309,AreaShape_NormalizedMoment_1_3,0.41446864060932104,AreaShape_NormalizedMoment_3_3,-0.25603235235791055,AreaShape_Zernike_9_5,0.2310246971941514,AreaShape_Zernike_7_5,-0.22584838981838823,AreaShape_NormalizedMoment_3_1,-0.2241602627689996
64,PC-65,0.0100517934,AreaShape_Zernike_4_0,0.3804481249826205,AreaShape_Zernike_9_3,0.30336592195220347,AreaShape_Zernike_4_4,0.3033426894335444,AreaShape_Zernike_6_6,-0.2546869547161875,AreaShape_Zernike_8_6,0.250925293353022
68,PC-69,0.0099613406,AreaShape_HuMoment_4,0.45397924759317976,AreaShape_CentralMoment_2_2,0.3592652352766757,AreaShape_HuMoment_3,-0.2819756083922874,AreaShape_HuMoment_5,-0.2567153186131516,AreaShape_NormalizedMoment_2_3,0.23692854241744674
17,PC-18,0.0099379034,AreaShape_NormalizedMoment_3_0,0.4965461184992941,AreaShape_CentralMoment_2_3,0.4150961860593841,AreaShape_NormalizedMoment_3_2,0.3288155791317077,AreaShape_CentralMoment_1_2,-0.2881478606050102,AreaShape_NormalizedMoment_0_3,0.26868798386135295
22,PC-23,0.0099246684,AreaShape_EulerNumber,-0.9594520685629073,AreaShape_CentralMoment_0_1,0.24382455402772615,AreaShape_CentralMoment_1_0,0.11506858074819364,AreaShape_CentralMoment_2_1,-0.027703641789552463,AreaShape_NormalizedMoment_2_3,0.025935431915837415
26,PC-27,0.0098843699,AreaShape_HuMoment_6,-0.39063497081347565,AreaShape_Zernike_5_1,0.38086220649357067,AreaShape_Zernike_5_3,-0.21453250696300394,Neighbors_AngleBetweenNeighbors_8,0.2100082002614766,AreaShape_Orientation,0.20417965691356563
46,PC-47,0.0098749595,AreaShape_Zernike_7_1,-0.5029805944740163,AreaShape_Zernike_9_1,0.40919571938878785,AreaShape_Zernike_9_5,-0.33642750622875833,AreaShape_Zernike_7_7,-0.31393226339651265,AreaShape_Zernike_9_7,0.2555669662702903
42,PC-43,0.0098524699,AreaShape_HuMoment_2,0.4540311369078174,AreaShape_Zernike_4_2,0.3894576761876779,AreaShape_Zernike_6_6,-0.24741594554352372,AreaShape_Zernike_8_6,-0.2048486142158007,AreaShape_HuMoment_5,-0.19561650697541716
49,PC-50,0.0098494213,AreaShape_Zernike_9_9,-0.5612637222980269,AreaShape_NormalizedMoment_2_3,0.2949505361388072,AreaShape_NormalizedMoment_2_1,-0.27117594132023626,AreaShape_CentralMoment_2_3,0.22236167027567666,AreaShape_Zernike_9_1,0.2174357938281144
67,PC-68,0.0098439061,AreaShape_Zernike_6_4,-0.40603452347896746,AreaShape_Zernike_6_0,0.40173110541463153,AreaShape_Zernike_8_2,-0.3963448465847294,AreaShape_Zernike_4_4,0.3660575484116138,AreaShape_Zernike_8_6,0.248842517391842
50,PC-51,0.0098228594,AreaShape_Zernike_9_9,-0.4258077582343995,AreaShape_NormalizedMoment_2_2,0.3347450272881873,AreaShape_Zernike_9_7,0.280159036715041,AreaShape_NormalizedMoment_2_3,-0.27714959944563483,AreaShape_CentralMoment_2_1,0.22899805264672324
69,PC-70,0.0097964727,AreaShape_Zernike_8_4,0.6341735657343991,AreaShape_Zernike_8_0,-0.2804962146912573,AreaShape_Zernike_4_4,-0.266527011080072,AreaShape_MedianRadius,-0.2603532308926393,AreaShape_Zernike_6_4,-0.21676499881051692
65,PC-66,0.0097779281,AreaShape_CentralMoment_2_1,0.4639101032228544,AreaShape_CentralMoment_2_3,-0.34789071360136564,AreaShape_NormalizedMoment_2_1,-0.34700527979015355,AreaShape_CentralMoment_0_3,0.27517193690479363,AreaShape_NormalizedMoment_2_3,0.26995531744583423
28,PC-29,0.009742843,AreaShape_Orientation,-0.42759682596027065,AreaShape_CentralMoment_1_3,0.2503730238010771,AreaShape_Zernike_5_3,0.24954926915401102,AreaShape_Zernike_9_5,-0.24785645194447234,AreaShape_Zernike_5_5,-0.23677803208731457
66,PC-67,0.0097196694,AreaShape_CentralMoment_2_2,-0.4656512510104097,AreaShape_HuMoment_4,0.3705480136115396,AreaShape_FormFactor,0.24099548369009616,AreaShape_HuMoment_5,-0.22716054860405546,AreaShape_HuMoment_3,-0.2083872693855769
23,PC-24,0.0097103024,AreaShape_CentralMoment_1_0,-0.6873823544292461,AreaShape_CentralMoment_0_1,-0.6678528228309324,AreaShape_EulerNumber,-0.2552579393603611,Neighbors_AngleBetweenNeighbors_8,-0.05164620263312719,AreaShape_NormalizedMoment_3_0,0.04232368844730096
70,PC-71,0.0096592362,AreaShape_MedianRadius,-0.45845703967748597,AreaShape_Zernike_8_4,-0.41252530208733074,AreaShape_Zernike_6_0,-0.32867283318815005,AreaShape_Solidity,0.2748773545634525,AreaShape_Zernike_6_4,0.2672044720044753
51,PC-52,0.0096460412,AreaShape_Zernike_9_1,0.4502791021476468,AreaShape_Zernike_9_7,-0.3583769144374976,AreaShape_Zernike_7_7,0.34861134790557463,AreaShape_Zernike_7_1,-0.32010302456490997,AreaShape_Zernike_9_5,0.2855683175214143
3,PC-4,0.0095425791,AreaShape_InertiaTensor_1_0,0.38802938337316606,AreaShape_InertiaTensor_0_1,0.388029383373166,AreaShape_NormalizedMoment_1_1,-0.38236795770142196,AreaShape_NormalizedMoment_1_3,-0.33576207724406576,AreaShape_NormalizedMoment_3_1,-0.3331258281362854
63,PC-64,0.0094743567,AreaShape_Zernike_8_6,-0.511061259664336,AreaShape_Zernike_6_6,0.4306508312624277,AreaShape_Zernike_4_4,0.30448294882696536,AreaShape_Solidity,-0.24520187507144006,AreaShape_Zernike_8_2,-0.18248572978744795
57,PC-58,0.0094631549,Neighbors_SecondClosestDistance_8,0.49696978441486067,Neighbors_FirstClosestDistance_8,-0.4941221592605311,AreaShape_CentralMoment_2_2,-0.22486327369637688,AreaShape_Zernike_4_0,-0.18549206163841553,AreaShape_HuMoment_1,0.18326983904676866
47,PC-48,0.0093761492,AreaShape_Zernike_3_1,0.34908208361542287,AreaShape_Zernike_1_1,-0.3220882881148277,AreaShape_Zernike_7_7,0.3193587956223688,AreaShape_Zernike_9_1,-0.3006949501565385,AreaShape_Zernike_9_9,-0.2970042896074847
19,PC-20,0.0093346031,AreaShape_NormalizedMoment_3_0,-0.5140183861022929,AreaShape_CentralMoment_2_3,0.44964774743669855,AreaShape_NormalizedMoment_2_1,-0.33919063122563825,AreaShape_NormalizedMoment_2_3,-0.3146109874076079,AreaShape_NormalizedMoment_3_2,-0.28670341745229316
24,PC-25,0.0093144001,Neighbors_AngleBetweenNeighbors_8,-0.8968650323945381,AreaShape_HuMoment_6,-0.21182752774792787,Neighbors_NumberOfNeighbors_8,0.163580844963252,AreaShape_Zernike_5_1,0.14241973787850243,AreaShape_Zernike_2_0,0.12796526542781253
29,PC-30,0.0091945897,AreaShape_NormalizedMoment_0_3,0.40214887703174435,AreaShape_CentralMoment_1_2,0.3911475673079602,AreaShape_CentralMoment_0_3,-0.3598725480402643,AreaShape_Orientation,-0.2920713604119551,AreaShape_NormalizedMoment_2_1,-0.22465819872758863
